iter	Logloss
0	0.6440169271
1	0.6042724609
2	0.5630147879
3	0.5216226632
4	0.4901799084
5	0.4610467529
6	0.432367699
7	0.4078548758
8	0.3845716785
9	0.3635517229
10	0.3424947684
11	0.3246666899
12	0.3081102934
13	0.2946394857
14	0.2803769357
15	0.2675529553
16	0.2548097447
17	0.2416436913
18	0.2292700486
19	0.2201352655
20	0.2121537853
21	0.2022143409
22	0.1962583124
23	0.1886681693
24	0.1829112462
25	0.1784109352
26	0.1728026762
27	0.1665573411
28	0.1616835967
29	0.1556542969
30	0.1506163969
31	0.1464993141
32	0.1430134074
33	0.1378968738
34	0.1348757789
35	0.1316722616
36	0.1298578753
37	0.1261688668
38	0.1238230533
39	0.1217231968
40	0.1197257342
41	0.1168583752
42	0.1143796866
43	0.1128830247
44	0.1110445658
45	0.1091290574
46	0.1075484794
47	0.105676255
48	0.1045645287
49	0.1032277788
50	0.1018592108
51	0.1012565613
52	0.09932141259
53	0.09847674415
54	0.09739464169
55	0.09633608863
56	0.09535305205
57	0.09437711443
58	0.09329353696
59	0.09254936582
60	0.09127966745
61	0.09021816435
62	0.08916185652
63	0.08847646077
64	0.08813600086
65	0.08748488653
66	0.08658812023
67	0.08606376285
68	0.08552201044
69	0.08504164923
70	0.08448526292
71	0.08362415132
72	0.08316382999
73	0.08271953764
74	0.08230707078
75	0.08175083705
76	0.08127017793
77	0.08090446835
78	0.08041099912
79	0.07997871036
80	0.07954602923
81	0.07903161185
82	0.07861665998
83	0.07827584403
84	0.07782267253
85	0.07732784453
86	0.07688495454
87	0.07643912906
88	0.0760488601
89	0.07550805228
90	0.07512254261
91	0.07450274513
92	0.07407480149
93	0.07364679972
94	0.07331047421
95	0.07302225749
96	0.07264256795
97	0.07237704322
98	0.07202928816
99	0.07160584949
100	0.07137879145
101	0.07104843866
102	0.07083126976
103	0.07055457706
104	0.07019493466
105	0.06996276855
106	0.06979024978
107	0.06945122128
108	0.0691615804
109	0.06899171375
110	0.06877544585
111	0.06860863822
112	0.068251895
113	0.06809666951
114	0.06796216692
115	0.06772338867
116	0.0675164141
117	0.06729670207
118	0.06691135951
119	0.06664675031
120	0.06646875291
121	0.06635402134
122	0.06611207508
123	0.06599854969
124	0.06587290446
125	0.0656543768
126	0.06552309309
127	0.06536310832
128	0.0650436256
129	0.064963873
130	0.06482016427
131	0.06457924979
132	0.06435705276
133	0.06415958223
134	0.06398639497
135	0.06389255342
136	0.06374450684
137	0.06355516706
138	0.06331452869
139	0.06324407668
140	0.06312019711
141	0.06299003964
142	0.06281459263
143	0.06266552153
144	0.0624608939
145	0.0623034886
146	0.06203094482
147	0.06191820417
148	0.06177155994
149	0.06166065034
150	0.06151396252
151	0.06140570504
152	0.06128405616
153	0.0612100583
154	0.06095905849
155	0.06074079968
156	0.06051977612
157	0.06042863028
158	0.06022099813
159	0.06006983802
160	0.05997845604
161	0.05985514323
162	0.05965592884
163	0.05948411487
164	0.05942627316
165	0.05932660784
166	0.0592535909
167	0.05922192165
168	0.0589079212
169	0.05871422904
170	0.05858081999
171	0.05852939061
172	0.05846706935
173	0.05841245379
174	0.05832196554
175	0.05808834984
176	0.05798347473
177	0.05789210728
178	0.05774756295
179	0.05763093858
180	0.05751103719
181	0.05733064924
182	0.05711970738
183	0.05700517927
184	0.0569320824
185	0.05686388288
186	0.05665125892
187	0.05661040533
188	0.05657436189
189	0.05655274891
190	0.05647989182
191	0.05635573614
192	0.05620819455
193	0.05603913807
194	0.05586376735
195	0.05585569836
196	0.0557514227
197	0.05564153762
198	0.0555905224
199	0.05545521327
200	0.05541594732
201	0.05539087931
202	0.05527566092
203	0.05517897833
204	0.05504108247
205	0.05497128805
206	0.05493190947
207	0.05485109965
208	0.05474611918
209	0.05471588135
210	0.0546678198
211	0.05450604393
212	0.05444721404
213	0.05428881327
214	0.05422252837
215	0.0541843596
216	0.05414637974
217	0.05400767008
218	0.0539835939
219	0.05395948138
220	0.05392572675
221	0.05385532924
222	0.05377621242
223	0.05350028265
224	0.05341538929
225	0.05339525495
226	0.05330867949
227	0.05324864705
228	0.05307200114
229	0.0529734003
230	0.05289456322
231	0.05275864011
232	0.05268142337
233	0.05255574908
234	0.05250725156
235	0.05243598938
236	0.0523470706
237	0.05230776469
238	0.05219664801
239	0.0520375388
240	0.05200440906
241	0.05190048944
242	0.05187858218
243	0.05179104396
244	0.05174667358
245	0.0516994113
246	0.05163113185
247	0.05157158988
248	0.05148424058
249	0.05140647525
250	0.05136161441
251	0.05129520961
252	0.05112333752
253	0.0510353815
254	0.05102125622
255	0.05087270464
256	0.05076469785
257	0.05067567371
258	0.05065164839
259	0.05059820629
260	0.05053339277
261	0.0505129024
262	0.05028417315
263	0.05023736136
264	0.05020551772
265	0.05016758147
266	0.05014095488
267	0.05008427211
268	0.05001868112
269	0.04994323367
270	0.0498470924
271	0.04973182315
